Presentacion ml,Fecha,Hora,Tiempo 0,Tiempo 1,Tiempo 2,Tiempo 3,Tiempo 4,Temperatura Zona 1,Temperatura Zona 2,Temperatura Zona 3,Temperatura Zona 4,Temperatura Zona 5,Temperatura Zona 6,Temperatura Zona 7,Maquina,Produccion Aceptada,Botella Defectuosa,Produccion Total,Preforma,Turno,Numero de bolsas,Numero de lote,Empleado,Color,Supervisor,Reviso,Observaciones,Goal de piezas,Goal de bolsas,Goal Total
500,26/02/2021,10:00,0.00,0.00,0.00,0.00,0.00,787.00,324.00,426.00,202.20,0.00,0.00,0.00,2.00,4500.00,394.00,4894.00,20.00,1.00,20.00,B210226-057,"Rayo, Bety",Cristal,Guiliano,Polo,"Maquina 2, Salsera 500 ml. Segunda 253, Calentada 8, Precalentada 16, Desperdicio 117",NONE,NONE,NONE
500,26/02/2021,11:00,0.00,0.00,0.00,0.00,0.00,772.00,309.00,419.00,196.20,0.00,0.00,0.00,2.00,4500.00,394.00,4894.00,20.00,1.00,20.00,B210226-057,"Rayo, Bety",Cristal,Guiliano,Polo,"Maquina 2, Salsera 500 ml. Segunda 253, Calentada 8, Precalentada 16, Desperdicio 117",NONE,NONE,NONE
500,26/02/2021,12:00,0.00,0.00,0.00,0.00,0.00,782.00,305.00,419.00,192.20,0.00,0.00,0.00,2.00,4500.00,394.00,4894.00,20.00,1.00,20.00,B210226-057,"Rayo, Bety",Cristal,Guiliano,Polo,"Maquina 2, Salsera 500 ml. Segunda 253, Calentada 8, Precalentada 16, Desperdicio 117",NONE,NONE,NONE
500,26/02/2021,13:00,0.00,0.00,0.00,0.00,0.00,782.00,305.00,419.00,192.20,0.00,0.00,0.00,2.00,4500.00,394.00,4894.00,20.00,1.00,20.00,B210226-057,"Rayo, Bety",Cristal,Guiliano,Polo,"Maquina 2, Salsera 500 ml. Segunda 253, Calentada 8, Precalentada 16, Desperdicio 117",NONE,NONE,NONE
500,26/02/2021,14:00,0.00,0.00,0.00,0.00,0.00,782.00,305.00,419.00,192.20,0.00,0.00,0.00,2.00,4500.00,394.00,4894.00,20.00,1.00,20.00,B210226-057,"Rayo, Bety",Cristal,Guiliano,Polo,"Maquina 2, Salsera 500 ml. Segunda 253, Calentada 8, Precalentada 16, Desperdicio 117",NONE,NONE,NONE
500,26/02/2021,15:00,0.00,0.00,0.00,0.00,0.00,782.00,299.00,419.00,182.10,0.00,0.00,0.00,2.00,4500.00,394.00,4894.00,20.00,1.00,20.00,B210226-057,"Rayo, Bety",Cristal,Guiliano,Polo,"Maquina 2, Salsera 500 ml. Segunda 253, Calentada 8, Precalentada 16, Desperdicio 117",NONE,NONE,NONE
500,26/02/2021,16:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4500.00,394.00,4894.00,20.00,1.00,20.00,B210226-057,"Rayo, Bety",Cristal,Guiliano,Polo,"Maquina 2, Salsera 500 ml. Segunda 253, Calentada 8, Precalentada 16, Desperdicio 117",NONE,NONE,NONE
500,26/02/2021,17:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4500.00,394.00,4894.00,20.00,1.00,20.00,B210226-057,"Rayo, Bety",Cristal,Guiliano,Polo,"Maquina 2, Salsera 500 ml. Segunda 253, Calentada 8, Precalentada 16, Desperdicio 117",NONE,NONE,NONE
500,25/02/2021,07:00,1.00,1.50,2.10,2.40,2.40,501.00,318.00,427.00,162.50,0.00,0.00,0.00,2.00,3825.00,559.00,4384.00,20.00,1.00,17.00,B210225-056,"Rayo, Bety",Cristal,Uknown,Polo,"Mantenimiento  de compresores 2 pm, Maquina 1, Dalton 300 ml. Segunda 320, Precalentada 68, Quemada 20, Desperdicio 151.",NONE,NONE,NONE
500,25/02/2021,08:00,1.00,1.50,2.10,2.40,2.40,501.00,318.00,427.00,162.50,0.00,0.00,0.00,2.00,3825.00,559.00,4384.00,20.00,1.00,17.00,B210225-056,"Rayo, Bety",Cristal,Uknown,Polo,"Mantenimiento  de compresores 2 pm, Maquina 1, Dalton 300 ml. Segunda 320, Precalentada 68, Quemada 20, Desperdicio 151.",NONE,NONE,NONE
500,25/02/2021,09:00,1.00,1.50,2.10,2.40,2.40,501.00,318.00,427.00,162.50,0.00,0.00,0.00,2.00,3825.00,559.00,4384.00,20.00,1.00,17.00,B210225-056,"Rayo, Bety",Cristal,Uknown,Polo,"Mantenimiento  de compresores 2 pm, Maquina 1, Dalton 300 ml. Segunda 320, Precalentada 68, Quemada 20, Desperdicio 151.",NONE,NONE,NONE
500,25/02/2021,10:00,1.00,1.50,2.10,2.40,2.40,501.00,318.00,427.00,162.50,0.00,0.00,0.00,2.00,3825.00,559.00,4384.00,20.00,1.00,17.00,B210225-056,"Rayo, Bety",Cristal,Uknown,Polo,"Mantenimiento  de compresores 2 pm, Maquina 1, Dalton 300 ml. Segunda 320, Precalentada 68, Quemada 20, Desperdicio 151.",NONE,NONE,NONE
500,25/02/2021,11:00,1.00,1.50,2.10,2.40,2.40,501.00,318.00,427.00,162.50,0.00,0.00,0.00,2.00,3825.00,559.00,4384.00,20.00,1.00,17.00,B210225-056,"Rayo, Bety",Cristal,Uknown,Polo,"Mantenimiento  de compresores 2 pm, Maquina 1, Dalton 300 ml. Segunda 320, Precalentada 68, Quemada 20, Desperdicio 151.",NONE,NONE,NONE
500,25/02/2021,12:00,1.00,1.50,2.10,2.40,2.40,501.00,318.00,427.00,162.50,0.00,0.00,0.00,2.00,3825.00,559.00,4384.00,20.00,1.00,17.00,B210225-056,"Rayo, Bety",Cristal,Uknown,Polo,"Mantenimiento  de compresores 2 pm, Maquina 1, Dalton 300 ml. Segunda 320, Precalentada 68, Quemada 20, Desperdicio 151.",NONE,NONE,NONE
500,25/02/2021,13:00,1.00,1.50,2.10,2.40,2.40,507.00,320.00,425.00,151.50,0.00,0.00,0.00,2.00,3825.00,559.00,4384.00,20.00,1.00,17.00,B210225-056,"Rayo, Bety",Cristal,Uknown,Polo,"Mantenimiento  de compresores 2 pm, Maquina 1, Dalton 300 ml. Segunda 320, Precalentada 68, Quemada 20, Desperdicio 151.",NONE,NONE,NONE
500,25/02/2021,14:00,1.00,1.50,2.10,2.40,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3825.00,559.00,4384.00,20.00,1.00,17.00,B210225-056,"Rayo, Bety",Cristal,Uknown,Polo,"Mantenimiento  de compresores 2 pm, Maquina 1, Dalton 300 ml. Segunda 320, Precalentada 68, Quemada 20, Desperdicio 151.",NONE,NONE,NONE
500,25/02/2021,15:00,1.00,1.50,2.10,2.40,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3825.00,559.00,4384.00,20.00,1.00,17.00,B210225-056,"Rayo, Bety",Cristal,Uknown,Polo,"Mantenimiento  de compresores 2 pm, Maquina 1, Dalton 300 ml. Segunda 320, Precalentada 68, Quemada 20, Desperdicio 151.",NONE,NONE,NONE
500,25/02/2021,16:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3825.00,559.00,4384.00,20.00,1.00,17.00,B210225-056,"Rayo, Bety",Cristal,Uknown,Polo,"Mantenimiento  de compresores 2 pm, Maquina 1, Dalton 300 ml. Segunda 320, Precalentada 68, Quemada 20, Desperdicio 151.",NONE,NONE,NONE
500,25/02/2021,17:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3825.00,559.00,4384.00,20.00,1.00,17.00,B210225-056,"Rayo, Bety",Cristal,Uknown,Polo,"Mantenimiento  de compresores 2 pm, Maquina 1, Dalton 300 ml. Segunda 320, Precalentada 68, Quemada 20, Desperdicio 151.",NONE,NONE,NONE
300,25/02/2021,07:00,0.90,1.30,2.80,2.40,2.40,0.00,403.00,188.00,344.00,0.00,0.00,0.00,1.00,3300.00,25.00,3325.00,20.60,1.00,10.00,B210225-056,Francisco,Cristal,Polo,Polo,"Mantenimiento al compresor a partir de las 2 pm. Maquina 1, Dalton Boston 300 ml. Segunda 19, Desperdicio 6.",NONE,NONE,NONE
300,25/02/2021,08:00,0.90,1.30,2.80,2.40,2.40,0.00,403.00,188.00,344.00,0.00,0.00,0.00,1.00,3300.00,25.00,3325.00,20.60,1.00,10.00,B210225-056,Francisco,Cristal,Polo,Polo,"Mantenimiento al compresor a partir de las 2 pm. Maquina 1, Dalton Boston 300 ml. Segunda 19, Desperdicio 6.",NONE,NONE,NONE
300,25/02/2021,09:00,0.90,1.30,2.80,2.40,2.40,0.00,403.00,488.00,344.00,0.00,0.00,0.00,1.00,3300.00,25.00,3325.00,20.60,1.00,10.00,B210225-056,Francisco,Cristal,Polo,Polo,"Mantenimiento al compresor a partir de las 2 pm. Maquina 1, Dalton Boston 300 ml. Segunda 19, Desperdicio 6.",NONE,NONE,NONE
300,25/02/2021,10:00,0.90,1.30,2.80,2.40,2.40,0.00,403.00,488.00,344.00,0.00,0.00,0.00,1.00,3300.00,25.00,3325.00,20.60,1.00,10.00,B210225-056,Francisco,Cristal,Polo,Polo,"Mantenimiento al compresor a partir de las 2 pm. Maquina 1, Dalton Boston 300 ml. Segunda 19, Desperdicio 6.",NONE,NONE,NONE
300,25/02/2021,11:00,0.90,1.30,2.80,2.40,2.40,0.00,401.00,186.00,342.00,0.00,0.00,0.00,1.00,3300.00,25.00,3325.00,20.60,1.00,10.00,B210225-056,Francisco,Cristal,Polo,Polo,"Mantenimiento al compresor a partir de las 2 pm. Maquina 1, Dalton Boston 300 ml. Segunda 19, Desperdicio 6.",NONE,NONE,NONE
300,25/02/2021,12:00,0.90,1.30,2.80,2.40,2.40,0.00,401.00,486.00,342.00,0.00,0.00,0.00,1.00,3300.00,25.00,3325.00,20.60,1.00,10.00,B210225-056,Francisco,Cristal,Polo,Polo,"Mantenimiento al compresor a partir de las 2 pm. Maquina 1, Dalton Boston 300 ml. Segunda 19, Desperdicio 6.",NONE,NONE,NONE
300,25/02/2021,13:00,0.90,1.30,2.80,2.40,2.40,0.00,401.00,486.00,342.00,0.00,0.00,0.00,1.00,3300.00,25.00,3325.00,20.60,1.00,10.00,B210225-056,Francisco,Cristal,Polo,Polo,"Mantenimiento al compresor a partir de las 2 pm. Maquina 1, Dalton Boston 300 ml. Segunda 19, Desperdicio 6.",NONE,NONE,NONE
300,25/02/2021,14:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3300.00,25.00,3325.00,20.60,1.00,10.00,B210225-056,Francisco,Cristal,Polo,Polo,"Mantenimiento al compresor a partir de las 2 pm. Maquina 1, Dalton Boston 300 ml. Segunda 19, Desperdicio 6.",NONE,NONE,NONE
300,25/02/2021,15:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3300.00,25.00,3325.00,20.60,1.00,10.00,B210225-056,Francisco,Cristal,Polo,Polo,"Mantenimiento al compresor a partir de las 2 pm. Maquina 1, Dalton Boston 300 ml. Segunda 19, Desperdicio 6.",NONE,NONE,NONE
300,25/02/2021,16:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3300.00,25.00,3325.00,20.60,1.00,10.00,B210225-056,Francisco,Cristal,Polo,Polo,"Mantenimiento al compresor a partir de las 2 pm. Maquina 1, Dalton Boston 300 ml. Segunda 19, Desperdicio 6.",NONE,NONE,NONE
300,25/02/2021,17:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3300.00,25.00,3325.00,20.60,1.00,10.00,B210225-056,Francisco,Cristal,Polo,Polo,"Mantenimiento al compresor a partir de las 2 pm. Maquina 1, Dalton Boston 300 ml. Segunda 19, Desperdicio 6.",NONE,NONE,NONE
500,24/02/2021,07:00,1.00,1.40,2.00,2.40,2.40,509.00,344.00,396.00,360.00,0.00,0.00,0.00,2.00,4050.00,458.00,4508.00,20.00,1.00,18.00,B210224-055,"Bety, Rayo",Cristal,Guiliano,Polo,"Fallaron las temperaturas. Maquina 2, Salsera 500 ml. Segunda 333, Desperdicio  108, Calentada 6, Precalentada 11.",NONE,NONE,NONE
500,24/02/2021,08:00,1.00,1.40,2.00,2.40,2.40,509.00,344.00,396.00,360.00,0.00,0.00,0.00,2.00,4050.00,458.00,4508.00,20.00,1.00,18.00,B210224-055,"Bety, Rayo",Cristal,Guiliano,Polo,"Fallaron las temperaturas. Maquina 2, Salsera 500 ml. Segunda 333, Desperdicio  108, Calentada 6, Precalentada 11.",NONE,NONE,NONE
500,24/02/2021,09:00,1.00,1.40,2.00,2.40,2.40,440.00,338.00,427.00,350.00,0.00,0.00,0.00,2.00,4050.00,458.00,4508.00,20.00,1.00,18.00,B210224-055,"Bety, Rayo",Cristal,Guiliano,Polo,"Fallaron las temperaturas. Maquina 2, Salsera 500 ml. Segunda 333, Desperdicio  108, Calentada 6, Precalentada 11.",NONE,NONE,NONE
500,24/02/2021,10:00,1.00,1.40,2.00,2.40,2.40,436.00,304.00,417.00,196.60,0.00,0.00,0.00,2.00,4050.00,458.00,4508.00,20.00,1.00,18.00,B210224-055,"Bety, Rayo",Cristal,Guiliano,Polo,"Fallaron las temperaturas. Maquina 2, Salsera 500 ml. Segunda 333, Desperdicio  108, Calentada 6, Precalentada 11.",NONE,NONE,NONE
500,24/02/2021,11:00,1.00,1.40,2.00,2.40,2.40,436.00,304.00,419.00,196.60,0.00,0.00,0.00,2.00,4050.00,458.00,4508.00,20.00,1.00,18.00,B210224-055,"Bety, Rayo",Cristal,Guiliano,Polo,"Fallaron las temperaturas. Maquina 2, Salsera 500 ml. Segunda 333, Desperdicio  108, Calentada 6, Precalentada 11.",NONE,NONE,NONE
500,24/02/2021,12:00,1.00,1.40,2.00,2.40,2.40,436.00,304.00,419.00,196.60,0.00,0.00,0.00,2.00,4050.00,458.00,4508.00,20.00,1.00,18.00,B210224-055,"Bety, Rayo",Cristal,Guiliano,Polo,"Fallaron las temperaturas. Maquina 2, Salsera 500 ml. Segunda 333, Desperdicio  108, Calentada 6, Precalentada 11.",NONE,NONE,NONE
500,24/02/2021,13:00,1.00,1.40,2.00,2.40,2.40,436.00,303.00,419.00,193.60,0.00,0.00,0.00,2.00,4050.00,458.00,4508.00,20.00,1.00,18.00,B210224-055,"Bety, Rayo",Cristal,Guiliano,Polo,"Fallaron las temperaturas. Maquina 2, Salsera 500 ml. Segunda 333, Desperdicio  108, Calentada 6, Precalentada 11.",NONE,NONE,NONE
500,24/02/2021,14:00,1.00,1.40,2.00,2.40,2.40,436.00,303.00,419.00,193.60,0.00,0.00,0.00,2.00,4050.00,458.00,4508.00,20.00,1.00,18.00,B210224-055,"Bety, Rayo",Cristal,Guiliano,Polo,"Fallaron las temperaturas. Maquina 2, Salsera 500 ml. Segunda 333, Desperdicio  108, Calentada 6, Precalentada 11.",NONE,NONE,NONE
500,24/02/2021,15:00,1.00,1.40,2.00,2.40,2.40,436.00,303.00,419.00,193.60,0.00,0.00,0.00,2.00,4050.00,458.00,4508.00,20.00,1.00,18.00,B210224-055,"Bety, Rayo",Cristal,Guiliano,Polo,"Fallaron las temperaturas. Maquina 2, Salsera 500 ml. Segunda 333, Desperdicio  108, Calentada 6, Precalentada 11.",NONE,NONE,NONE
500,24/02/2021,16:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4050.00,458.00,4508.00,20.00,1.00,18.00,B210224-055,"Bety, Rayo",Cristal,Guiliano,Polo,"Fallaron las temperaturas. Maquina 2, Salsera 500 ml. Segunda 333, Desperdicio  108, Calentada 6, Precalentada 11.",NONE,NONE,NONE
500,24/02/2021,17:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4050.00,458.00,4508.00,20.00,1.00,18.00,B210224-055,"Bety, Rayo",Cristal,Guiliano,Polo,"Fallaron las temperaturas. Maquina 2, Salsera 500 ml. Segunda 333, Desperdicio  108, Calentada 6, Precalentada 11.",NONE,NONE,NONE
300,24/02/2021,07:00,0.90,1.30,2.80,2.40,2.40,0.00,403.00,188.00,344.00,0.00,0.00,0.00,1.00,3630.00,57.00,3687.00,20.60,1.00,11.00,B210224-055,Francisco,Cristal,Polo,Polo,"Maquina 1, Diamante 300 ml. Segunda 44, Desperdicio 13.",NONE,NONE,NONE
300,24/02/2021,08:00,0.90,1.30,2.80,2.40,2.40,0.00,403.00,188.00,344.00,0.00,0.00,0.00,1.00,3630.00,57.00,3687.00,20.60,1.00,11.00,B210224-055,Francisco,Cristal,Polo,Polo,"Maquina 1, Diamante 300 ml. Segunda 44, Desperdicio 13.",NONE,NONE,NONE
300,24/02/2021,09:00,0.90,1.30,2.80,2.40,2.40,0.00,403.00,188.00,344.00,0.00,0.00,0.00,1.00,3630.00,57.00,3687.00,20.60,1.00,11.00,B210224-055,Francisco,Cristal,Polo,Polo,"Maquina 1, Diamante 300 ml. Segunda 44, Desperdicio 13.",NONE,NONE,NONE
300,24/02/2021,10:00,0.90,1.30,2.80,2.40,2.40,0.00,403.00,188.00,344.00,0.00,0.00,0.00,1.00,3630.00,57.00,3687.00,20.60,1.00,11.00,B210224-055,Francisco,Cristal,Polo,Polo,"Maquina 1, Diamante 300 ml. Segunda 44, Desperdicio 13.",NONE,NONE,NONE
300,24/02/2021,11:00,0.90,1.30,2.80,2.40,2.40,0.00,403.00,188.00,344.00,0.00,0.00,0.00,1.00,3630.00,57.00,3687.00,20.60,1.00,11.00,B210224-055,Francisco,Cristal,Polo,Polo,"Maquina 1, Diamante 300 ml. Segunda 44, Desperdicio 13.",NONE,NONE,NONE
300,24/02/2021,12:00,0.90,1.30,2.80,2.40,2.40,0.00,401.00,186.00,344.00,0.00,0.00,0.00,1.00,3630.00,57.00,3687.00,20.60,1.00,11.00,B210224-055,Francisco,Cristal,Polo,Polo,"Maquina 1, Diamante 300 ml. Segunda 44, Desperdicio 13.",NONE,NONE,NONE
300,24/02/2021,13:00,0.90,1.30,2.80,2.40,2.40,0.00,399.00,184.00,342.00,0.00,0.00,0.00,1.00,3630.00,57.00,3687.00,20.60,1.00,11.00,B210224-055,Francisco,Cristal,Polo,Polo,"Maquina 1, Diamante 300 ml. Segunda 44, Desperdicio 13.",NONE,NONE,NONE
300,24/02/2021,14:00,0.90,1.30,2.80,2.40,2.40,0.00,398.00,183.00,341.00,0.00,0.00,0.00,1.00,3630.00,57.00,3687.00,20.60,1.00,11.00,B210224-055,Francisco,Cristal,Polo,Polo,"Maquina 1, Diamante 300 ml. Segunda 44, Desperdicio 13.",NONE,NONE,NONE
300,24/02/2021,15:00,0.90,1.30,2.80,2.40,2.40,0.00,398.00,183.00,341.00,0.00,0.00,0.00,1.00,3630.00,57.00,3687.00,20.60,1.00,11.00,B210224-055,Francisco,Cristal,Polo,Polo,"Maquina 1, Diamante 300 ml. Segunda 44, Desperdicio 13.",NONE,NONE,NONE
300,24/02/2021,16:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3630.00,57.00,3687.00,20.60,1.00,11.00,B210224-055,Francisco,Cristal,Polo,Polo,"Maquina 1, Diamante 300 ml. Segunda 44, Desperdicio 13.",NONE,NONE,NONE
300,24/02/2021,17:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3630.00,57.00,3687.00,20.60,1.00,11.00,B210224-055,Francisco,Cristal,Polo,Polo,"Maquina 1, Diamante 300 ml. Segunda 44, Desperdicio 13.",NONE,NONE,NONE
500,23/02/2021,07:00,0.00,0.00,0.00,0.00,0.00,457.00,333.00,430.00,283.00,0.00,0.00,0.00,2.00,900.00,524.00,1424.00,20.00,1.00,4.00,F210207K,Polo,Cristal,Guiliano,Bety,"Falla de varillas y de disco. Maquina 2, Salsera 500 ml. Segunda 256, Apachurradas 258, Quemadas 10.",NONE,NONE,NONE
500,23/02/2021,08:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,900.00,524.00,1424.00,20.00,1.00,4.00,F210207K,Polo,Cristal,Guiliano,Bety,"Falla de varillas y de disco. Maquina 2, Salsera 500 ml. Segunda 256, Apachurradas 258, Quemadas 10.",NONE,NONE,NONE
500,23/02/2021,09:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,900.00,524.00,1424.00,20.00,1.00,4.00,F210207K,Polo,Cristal,Guiliano,Bety,"Falla de varillas y de disco. Maquina 2, Salsera 500 ml. Segunda 256, Apachurradas 258, Quemadas 10.",NONE,NONE,NONE
500,23/02/2021,10:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,900.00,524.00,1424.00,20.00,1.00,4.00,F210207K,Polo,Cristal,Guiliano,Bety,"Falla de varillas y de disco. Maquina 2, Salsera 500 ml. Segunda 256, Apachurradas 258, Quemadas 10.",NONE,NONE,NONE
500,23/02/2021,11:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,900.00,524.00,1424.00,20.00,1.00,4.00,F210207K,Polo,Cristal,Guiliano,Bety,"Falla de varillas y de disco. Maquina 2, Salsera 500 ml. Segunda 256, Apachurradas 258, Quemadas 10.",NONE,NONE,NONE
500,23/02/2021,12:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,900.00,524.00,1424.00,20.00,1.00,4.00,F210207K,Polo,Cristal,Guiliano,Bety,"Falla de varillas y de disco. Maquina 2, Salsera 500 ml. Segunda 256, Apachurradas 258, Quemadas 10.",NONE,NONE,NONE
500,23/02/2021,13:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,900.00,524.00,1424.00,20.00,1.00,4.00,F210207K,Polo,Cristal,Guiliano,Bety,"Falla de varillas y de disco. Maquina 2, Salsera 500 ml. Segunda 256, Apachurradas 258, Quemadas 10.",NONE,NONE,NONE
500,23/02/2021,14:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,900.00,524.00,1424.00,20.00,1.00,4.00,F210207K,Polo,Cristal,Guiliano,Bety,"Falla de varillas y de disco. Maquina 2, Salsera 500 ml. Segunda 256, Apachurradas 258, Quemadas 10.",NONE,NONE,NONE
500,23/02/2021,15:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,900.00,524.00,1424.00,20.00,1.00,4.00,F210207K,Polo,Cristal,Guiliano,Bety,"Falla de varillas y de disco. Maquina 2, Salsera 500 ml. Segunda 256, Apachurradas 258, Quemadas 10.",NONE,NONE,NONE
500,23/02/2021,16:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,900.00,524.00,1424.00,20.00,1.00,4.00,F210207K,Polo,Cristal,Guiliano,Bety,"Falla de varillas y de disco. Maquina 2, Salsera 500 ml. Segunda 256, Apachurradas 258, Quemadas 10.",NONE,NONE,NONE
500,23/02/2021,17:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,900.00,524.00,1424.00,20.00,1.00,4.00,F210207K,Polo,Cristal,Guiliano,Bety,"Falla de varillas y de disco. Maquina 2, Salsera 500 ml. Segunda 256, Apachurradas 258, Quemadas 10.",NONE,NONE,NONE
300,23/02/2021,07:00,1.00,1.30,2.80,2.40,2.40,0.00,407.00,227.00,333.00,0.00,0.00,0.00,1.00,3300.00,238.00,3538.00,20.60,1.00,10.00,B210223-054,Francisco ,Cristal,Polo,Polo,"Maquina 1, Dalton 300 ml. Segunda 165, Desperdicio 73.",NONE,NONE,NONE
300,23/02/2021,08:00,1.00,1.30,2.80,2.40,2.40,0.00,407.00,227.00,333.00,0.00,0.00,0.00,1.00,3300.00,238.00,3538.00,20.60,1.00,10.00,B210223-054,Francisco ,Cristal,Polo,Polo,"Maquina 1, Dalton 300 ml. Segunda 165, Desperdicio 73.",NONE,NONE,NONE
300,23/02/2021,09:00,1.00,1.30,2.80,2.40,2.40,0.00,407.00,227.00,333.00,0.00,0.00,0.00,1.00,3300.00,238.00,3538.00,20.60,1.00,10.00,B210223-054,Francisco ,Cristal,Polo,Polo,"Maquina 1, Dalton 300 ml. Segunda 165, Desperdicio 73.",NONE,NONE,NONE
300,23/02/2021,10:00,1.00,1.30,2.80,2.40,2.40,0.00,407.00,227.00,333.00,0.00,0.00,0.00,1.00,3300.00,238.00,3538.00,20.60,1.00,10.00,B210223-054,Francisco ,Cristal,Polo,Polo,"Maquina 1, Dalton 300 ml. Segunda 165, Desperdicio 73.",NONE,NONE,NONE
300,23/02/2021,11:00,1.00,1.30,2.80,2.40,2.40,0.00,407.00,227.00,333.00,0.00,0.00,0.00,1.00,3300.00,238.00,3538.00,20.60,1.00,10.00,B210223-054,Francisco ,Cristal,Polo,Polo,"Maquina 1, Dalton 300 ml. Segunda 165, Desperdicio 73.",NONE,NONE,NONE
300,23/02/2021,12:00,1.00,1.30,2.80,2.40,2.40,0.00,403.00,188.00,344.00,0.00,0.00,0.00,1.00,3300.00,238.00,3538.00,20.60,1.00,10.00,B210223-054,Francisco ,Cristal,Polo,Polo,"Maquina 1, Dalton 300 ml. Segunda 165, Desperdicio 73.",NONE,NONE,NONE
300,23/02/2021,13:00,1.00,1.30,2.80,2.40,2.40,0.00,403.00,188.00,344.00,0.00,0.00,0.00,1.00,3300.00,238.00,3538.00,20.60,1.00,10.00,B210223-054,Francisco ,Cristal,Polo,Polo,"Maquina 1, Dalton 300 ml. Segunda 165, Desperdicio 73.",NONE,NONE,NONE
300,23/02/2021,14:00,1.00,1.30,2.80,2.40,2.40,0.00,403.00,188.00,344.00,0.00,0.00,0.00,1.00,3300.00,238.00,3538.00,20.60,1.00,10.00,B210223-054,Francisco ,Cristal,Polo,Polo,"Maquina 1, Dalton 300 ml. Segunda 165, Desperdicio 73.",NONE,NONE,NONE
300,23/02/2021,15:00,1.00,1.30,2.80,2.40,2.40,0.00,403.00,188.00,344.00,0.00,0.00,0.00,1.00,3300.00,238.00,3538.00,20.60,1.00,10.00,B210223-054,Francisco ,Cristal,Polo,Polo,"Maquina 1, Dalton 300 ml. Segunda 165, Desperdicio 73.",NONE,NONE,NONE
300,23/02/2021,16:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3300.00,238.00,3538.00,20.60,1.00,10.00,B210223-054,Francisco ,Cristal,Polo,Polo,"Maquina 1, Dalton 300 ml. Segunda 165, Desperdicio 73.",NONE,NONE,NONE
300,23/02/2021,17:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3300.00,238.00,3538.00,20.60,1.00,10.00,B210223-054,Francisco ,Cristal,Polo,Polo,"Maquina 1, Dalton 300 ml. Segunda 165, Desperdicio 73.",NONE,NONE,NONE
500,22/02/2021,07:00,1.10,1.50,1.40,2.40,2.40,425.00,324.00,423.00,361.70,0.00,0.00,0.00,2.00,5175.00,267.00,5442.00,20.00,1.00,23.00,F210201K,"Rayo, Bety ",Cristal,Guiliano,"Bety, Rayo","Maquina 2, Salsera 500 ml. Segunda 162, Desperdicio 94, Quemadas 4, Precalentada 7.",NONE,NONE,NONE
